Date,Illnesses
01/09/2014,3
01/12/2014,2
01/12/2014,2
01/11/2014,4
01/08/2014,10
01/07/2014,3
01/12/2014,2
01/01/2015,9
01/08/2014,9
01/10/2014,2
01/12/2014,7
01/01/2015,4
01/01/2015,5
01/12/2014,22
01/11/2014,2
01/12/2014,14
01/11/2014,7
01/12/2014,5
01/01/2015,18
01/01/2015,4
01/01/2015,5
01/12/2014,24
01/09/2013,4
01/12/2014,56
01/11/2014,27
01/01/2015,61
01/12/2014,6
01/09/2013,9
01/01/2015,2
01/01/2014,4
01/12/2014,4
01/01/2015,2
01/10/2014,4
01/05/2014,8
01/01/2015,21
01/11/2014,26
01/07/2014,13
01/11/2014,29
01/12/2014,40
01/01/2015,4
01/01/2015,6
01/12/2014,3
01/01/2015,10
01/01/2015,11
01/12/2014,33
01/01/2015,58
01/08/2014,4
01/06/2014,5
01/01/2015,3
01/06/2014,23
01/09/2014,24
01/06/2014,5
01/06/2014,16
01/09/2014,115
01/01/2015,20
01/01/2015,4
01/01/2015,7
01/06/2014,3
01/01/2015,77
01/06/2013,38
01/07/2014,18
01/08/2014,5
01/01/2015,28
01/04/2014,20
01/02/2015,30
01/12/2014,3
01/01/2015,53
01/11/2014,104
01/01/2015,2
01/01/2015,48
01/02/2015,15
01/08/2014,10
01/02/2015,13
01/11/2014,10
01/01/2014,45
01/12/2014,10
01/06/2014,22
01/01/2015,10
01/11/2014,140
01/02/2015,6
01/02/2015,3
01/02/2015,4
01/02/2015,3
01/01/2015,4
01/10/2014,11
01/12/2014,5
01/11/2014,3
01/11/2014,19
01/02/2015,8
01/02/2015,8
01/02/2015,2
01/09/2014,4
01/11/2014,2
01/06/2014,2
01/09/2014,4
01/08/2014,30
01/02/2015,21
01/02/2015,5
01/02/2015,2
01/02/2015,28
01/09/2014,18
01/10/2014,6
01/12/2014,3
01/09/2014,5
01/02/2015,20
01/10/2014,8
01/05/2014,7
01/11/2014,3
01/01/2015,2
01/02/2015,11
01/02/2015,5
01/04/2014,3
01/02/2015,4
01/01/2015,2
01/11/2014,6
01/02/2015,3
01/04/2014,13
01/11/2014,14
01/02/2015,18
01/02/2015,3
01/05/2014,2
01/02/2015,10
01/02/2015,26
01/01/2015,3
01/02/2015,4
01/06/2014,9
01/10/2014,3
01/11/2014,5
01/10/2014,25
01/07/2014,54
01/02/2015,100
01/02/2015,2
01/08/2014,3
01/11/2014,5
01/02/2015,4
01/02/2015,2
01/03/2015,25
01/02/2015,35
01/02/2015,38
01/10/2014,35
01/05/2014,12
01/02/2015,39
01/11/2014,4
01/03/2015,86
01/02/2015,4
01/02/2015,7
01/02/2015,60
01/08/2014,2
01/09/2014,18
01/05/2014,12
01/09/2014,8
01/02/2015,8
01/02/2015,4
01/03/2015,5
01/05/2014,3
01/03/2015,9
01/04/2014,8
01/11/2014,26
01/06/2014,23
01/02/2015,30
01/07/2014,47
01/08/2014,27
01/01/2015,94
01/06/2014,53
01/02/2015,2
01/03/2015,100
01/03/2015,5
01/01/2015,6
01/12/2014,4
01/09/2014,2
01/07/2014,3
01/10/2014,2
01/03/2015,6
01/10/2014,2
01/03/2015,18
01/03/2015,6
01/03/2014,5
01/03/2014,2
01/08/2014,3
01/03/2015,2
01/11/2014,44
01/03/2015,5
01/11/2014,3
01/03/2015,2
01/03/2015,4
01/01/2015,5
01/03/2015,2
01/12/2014,3
01/08/2014,16
01/05/2014,11
01/03/2015,3
01/11/2014,144
01/02/2015,10
01/03/2015,6
01/01/2015,3
01/03/2015,26
01/03/2015,3
01/07/2014,2
01/12/2014,5
01/01/2015,46
01/03/2014,26
01/06/2014,15
01/12/2013,11
01/01/2014,2
01/01/2014,2
01/02/2014,11
01/02/2014,3
01/02/2014,13
01/03/2014,32
01/04/2014,3
01/05/2014,3
01/05/2014,2
01/05/2014,7
01/05/2014,5
01/07/2014,2
01/08/2014,2
01/08/2014,2
01/09/2014,6
01/11/2014,7
01/10/2014,2
01/04/2014,3
01/02/2013,9
01/03/2015,21
01/03/2015,20
01/02/2015,11
01/03/2015,2
01/01/2015,6
01/09/2014,36
01/01/2014,2
01/05/2014,2
01/05/2014,2
01/08/2014,33
01/02/2015,7
01/06/2014,5
01/03/2015,16
01/03/2015,7
01/03/2015,6
01/03/2015,2
01/03/2015,3
01/03/2015,9
01/03/2015,22
01/03/2015,5
01/02/2015,2
01/03/2015,38
01/02/2015,2
01/02/2015,2
01/01/2015,2
01/03/2015,4
01/03/2015,2
01/03/2015,8
01/03/2015,2
01/12/2014,55
01/03/2015,6
01/06/2014,21
01/03/2015,4
01/10/2014,12
01/10/2014,36
01/03/2015,59
01/01/2015,2
01/03/2015,17
01/01/2015,8
01/02/2015,4
01/10/2014,9
01/03/2015,15
01/03/2015,5
01/04/2015,29
01/11/2014,4
01/02/2015,2
01/03/2015,42
01/03/2015,8
01/03/2015,12
01/03/2015,7
01/03/2015,6
01/12/2014,32
01/03/2015,7
01/05/2014,3
01/03/2015,23
01/01/2015,7
01/12/2014,16
01/03/2015,2
01/02/2015,5
01/04/2015,5
01/11/2014,27
01/04/2015,4
01/02/2015,11
01/04/2015,12
01/03/2015,6
01/03/2015,2
01/03/2015,5
01/03/2015,3
01/08/2014,2
01/03/2015,19
01/11/2014,3
01/11/2014,2
01/08/2014,2
01/04/2015,20
01/04/2015,4
01/04/2015,12
01/03/2015,10
01/07/2014,4
01/04/2014,4
01/03/2015,26
01/03/2015,4
01/11/2014,14
01/04/2015,22
01/04/2015,155
01/05/2012,38
01/06/2012,2
01/03/2015,2
01/04/2015,29
01/04/2015,2
01/10/2014,7
01/04/2015,8
01/04/2015,7
01/03/2015,4
01/04/2015,2
01/09/2012,2
01/01/2015,36
01/02/2015,13
01/07/2012,6
01/03/2015,24
01/04/2015,188
01/06/2012,23
01/04/2015,3
01/04/2015,38
01/03/2015,7
01/09/2014,6
01/04/2015,7
01/07/2014,3
01/04/2015,5
01/10/2014,3
01/11/2014,5
01/04/2015,2
01/04/2015,3
01/04/2015,5
01/06/2014,2
01/05/2014,4
01/01/2015,4
01/03/2015,8
01/08/2014,2
01/10/2014,2
01/10/2014,2
01/04/2015,10
01/04/2015,7
01/04/2015,4
01/01/2015,9
01/02/2015,4
01/10/2013,36
01/03/2015,4
01/04/2015,8
01/04/2015,29
01/05/2015,5
01/12/2014,16
01/05/2015,12
01/04/2015,29
01/08/2014,6
01/12/2014,9
01/04/2015,35
01/08/2014,11
01/04/2015,3
01/04/2015,4
01/04/2015,19
01/04/2015,20
01/04/2015,2
01/05/2015,6
01/05/2015,2
01/05/2015,2
01/03/2015,76
01/05/2015,10
01/04/2015,2
01/05/2015,5
01/04/2015,5
01/04/2015,3
01/05/2015,2
01/04/2015,14
01/05/2015,6
01/05/2015,48
01/05/2015,4
01/05/2015,5
01/05/2015,2
01/05/2015,23
01/05/2015,73
01/05/2015,4
01/12/2014,57
01/03/2015,14
01/01/2014,175
01/04/2015,9
01/04/2015,5
01/05/2015,4
01/04/2015,3
01/04/2015,8
01/05/2015,36
01/05/2015,2
01/04/2015,8
01/04/2015,4
01/05/2015,14
01/04/2015,8
01/04/2015,3
01/04/2015,2
01/04/2015,4
01/05/2015,21
01/05/2015,2
01/04/2015,5
01/05/2015,4
01/04/2014,19
01/03/2015,43
01/05/2015,2
01/02/2012,17
01/05/2015,24
01/05/2015,21
01/05/2015,7
01/04/2015,23
01/05/2015,12
01/05/2015,6
01/05/2015,8
01/05/2015,10
01/05/2015,123
01/05/2015,20
01/03/2015,4
01/04/2015,3
01/05/2015,151
01/04/2015,2
01/05/2015,3
01/07/2013,8
01/05/2015,17
01/05/2015,14
01/06/2015,4
01/05/2015,8
01/05/2015,8
01/05/2015,10
01/04/2015,46
01/03/2015,6
01/04/2015,7
01/01/2014,6
01/06/2015,3
01/05/2015,27
01/05/2015,10
01/05/2015,7
01/05/2015,8
01/05/2015,19
01/06/2015,10
01/06/2015,2
01/06/2014,6
01/05/2014,2
01/06/2014,25
01/03/2014,5
01/01/2015,5
01/12/2014,2
01/12/2013,3
01/06/2013,16
01/11/2014,12
01/12/2014,11
01/06/2014,11
01/02/2015,2
01/12/2014,5
01/02/2015,8
01/11/2014,5
01/04/2014,22
01/06/2015,3
01/05/2015,3
01/05/2014,7
01/12/2014,96
01/06/2014,2
01/06/2015,24
01/06/2015,4
01/05/2014,7
01/05/2014,10
01/06/2014,18
01/05/2015,2
01/05/2015,13
01/05/2015,2
01/06/2015,9
01/03/2014,14
01/05/2015,14
01/06/2015,4
01/06/2015,17
01/06/2015,14
01/06/2015,2
01/06/2015,9
01/06/2015,3
01/05/2015,5
01/05/2015,3
01/06/2015,14
01/08/2014,2
01/02/2015,2
01/08/2014,19
01/06/2015,6
01/04/2015,22
01/05/2015,6
01/12/2014,18
01/06/2015,2
01/06/2015,18
01/04/2015,13
01/03/2015,16
01/06/2015,8
01/06/2015,8
01/04/2015,3
01/05/2015,4
01/06/2015,4
01/06/2015,2
01/06/2015,4
01/06/2015,10
01/06/2015,30
01/06/2015,4
01/06/2015,4
01/06/2015,2
01/06/2015,2
01/06/2015,2
01/06/2015,32
01/07/2015,3
01/06/2015,10
01/05/2015,28
01/03/2015,6
01/04/2015,5
01/03/2015,3
01/05/2015,4
01/07/2015,4
01/06/2015,2
01/07/2015,5
01/06/2015,5
01/06/2015,53
01/06/2015,11
01/05/2015,15
01/07/2015,5
01/05/2015,10
01/07/2015,30
01/05/2015,2
01/07/2015,178
01/06/2015,16
01/06/2015,8
01/05/2015,58
01/06/2015,57
01/05/2015,3
01/06/2015,11
01/03/2015,10
01/06/2015,3
01/06/2015,13
01/05/2015,8
01/05/2015,3
01/07/2015,4
01/07/2015,6
01/07/2015,9
01/07/2015,2
01/07/2015,2
01/07/2015,6
01/07/2015,4
01/07/2015,3
01/07/2015,72
01/04/2015,26
01/06/2015,4
01/06/2015,3
01/07/2015,7
01/07/2015,2
01/07/2015,10
01/06/2015,7
01/06/2015,4
01/07/2015,2
01/07/2015,4
01/07/2015,2
01/06/2015,28
01/07/2015,13
01/06/2015,10
01/07/2015,5
01/07/2015,5
01/06/2015,3
01/07/2015,45
01/04/2015,7
01/03/2015,8
01/08/2014,7
01/12/2014,4
01/05/2015,3
01/11/2014,13
01/05/2015,18
01/02/2015,2
01/01/2015,4
01/02/2015,4
01/03/2015,2
01/04/2015,5
01/05/2015,3
01/04/2015,3
01/03/2015,5
01/02/2015,2
01/04/2015,3
01/07/2015,2
01/12/2014,4
01/04/2015,7
01/02/2015,5
01/07/2015,5
01/07/2015,12
01/06/2015,5
01/06/2015,15
01/06/2015,2
01/08/2015,14
01/05/2015,9
01/07/2015,2
01/06/2015,20
01/07/2015,11
01/07/2015,67
01/08/2015,9
01/05/2015,7
01/08/2015,8
01/02/2015,4
01/08/2015,2
01/04/2015,35
01/04/2015,5
01/04/2015,2
01/08/2015,3
01/06/2015,18
01/07/2015,32
01/03/2015,2
01/07/2015,12
01/03/2015,4
01/08/2015,29
01/07/2015,2
01/08/2015,6
01/08/2015,9
01/03/2015,40
01/04/2015,4
01/05/2015,2
01/06/2015,110
01/06/2015,6
01/07/2015,3
01/07/2015,2
01/08/2015,2
01/08/2015,14
01/08/2015,3
01/08/2015,16
01/08/2015,2
01/07/2015,3
01/08/2015,2
01/08/2015,8
01/06/2015,2
01/08/2015,2
01/08/2015,3
01/08/2015,2
01/06/2015,3
01/08/2015,90
01/08/2015,7
01/03/2015,25
01/04/2015,23
01/04/2015,9
01/01/2015,3
01/11/2014,7
01/03/2015,23
01/01/2014,4
01/05/2015,2
01/08/2015,10
01/05/2015,5
01/08/2015,27
01/07/2015,2
01/06/2015,4
01/08/2015,119
01/08/2015,46
01/08/2015,2
01/03/2015,25
01/09/2015,41
01/08/2015,4
01/08/2015,2
01/09/2015,10
01/08/2015,2
01/09/2015,7
01/08/2015,6
01/08/2015,3
01/07/2015,3
01/09/2015,2
01/09/2015,2
01/08/2015,3
01/08/2015,2
01/06/2015,6
01/09/2015,8
01/09/2015,20
01/08/2015,10
01/08/2015,45
01/09/2015,5
01/09/2015,12
01/09/2015,23
01/05/2015,5
01/04/2015,28
01/07/2015,3
01/05/2015,6
01/08/2015,4
01/07/2015,3
01/09/2015,22
01/06/2015,19
01/04/2015,2
01/07/2015,3
01/07/2015,2
01/08/2015,3
01/06/2015,7
01/09/2015,12
01/09/2015,7
01/09/2015,3
01/09/2015,4
01/08/2015,3
01/09/2015,9
01/09/2015,30
01/04/2015,10
01/04/2015,6
01/05/2015,19
01/06/2015,283
01/09/2015,6
01/09/2015,5
01/08/2015,18
01/09/2015,3
01/09/2015,3
01/05/2015,8
01/12/2014,16
01/10/2015,9
01/01/2015,2
01/03/2015,5
01/09/2015,10
01/03/2015,4
01/04/2015,3
01/08/2015,2
01/07/2015,14
01/09/2015,7
01/09/2015,2
01/09/2015,2
01/09/2015,7
01/08/2015,10
01/10/2015,6
01/10/2015,17
01/09/2015,4
01/10/2015,13
01/10/2015,5
01/09/2015,8
01/08/2015,6
01/07/2015,19
01/07/2015,16
01/07/2015,4
01/10/2015,121
01/10/2015,30
01/09/2015,3
01/08/2015,3
01/06/2011,16
01/08/2015,20
01/08/2015,3
01/09/2015,15
01/03/2015,13
01/05/2015,29
01/01/2015,2
01/08/2015,3
01/10/2015,57
01/05/2015,6
01/10/2015,35
01/10/2015,6
01/10/2015,21
01/10/2015,10
01/10/2015,170
01/10/2015,26
01/10/2015,79
01/09/2015,10
01/10/2015,2
01/10/2015,6
01/10/2015,7
01/10/2015,22
01/09/2015,46
01/10/2015,103
01/10/2015,34
01/09/2015,16
01/10/2015,21
01/10/2015,4
01/03/2015,38
01/10/2015,2
01/10/2015,3
01/11/2015,11
01/10/2015,48
01/10/2015,54
01/11/2015,3
01/08/2015,9
01/09/2015,6
01/11/2015,4
01/11/2015,5
01/11/2015,15
01/10/2015,6
01/10/2015,18
01/07/2015,17
01/07/2015,3
01/11/2015,4
01/11/2015,40
01/11/2015,14
01/09/2015,3
01/11/2015,3
01/11/2015,24
01/11/2015,3
01/11/2015,5
01/10/2015,3
01/10/2015,2
01/09/2015,3
01/11/2015,8
01/10/2015,6
01/11/2015,4
01/11/2015,5
01/10/2015,2
01/02/2015,6
01/11/2015,3
01/11/2015,29
01/10/2015,2
01/10/2015,12
01/10/2015,18
01/11/2015,3
01/11/2015,4
01/10/2015,6
01/10/2015,20
01/12/2015,8
01/10/2015,5
01/12/2015,11
01/11/2015,29
01/11/2015,12
01/10/2015,25
01/12/2015,6
01/11/2015,3
01/11/2015,5
01/01/2015,2
01/10/2015,7
01/11/2015,3
01/11/2015,15
01/11/2015,13
01/11/2015,10
01/12/2015,8
01/12/2015,2
01/12/2015,73
01/12/2015,10
01/12/2015,9
01/11/2015,8
01/05/2015,5
01/12/2015,3
01/11/2015,20
01/12/2015,2
01/12/2015,2
01/12/2015,5
01/12/2015,5
01/06/2015,15
01/08/2015,81
01/12/2015,4
01/01/2015,10
01/12/2015,170
01/12/2015,39
01/12/2015,9
01/12/2015,8
01/05/2015,5
01/12/2015,4
01/10/2015,2
01/12/2015,4
01/12/2015,16
01/10/2015,19
01/12/2015,20
01/12/2015,29
01/12/2015,4
01/12/2015,16
01/12/2015,43
01/12/2015,19
01/08/2015,2
01/09/2015,20
01/12/2015,12
01/11/2015,8
01/12/2015,3
01/12/2015,2
01/10/2015,19
01/03/2015,5
01/10/2015,5
01/12/2015,6
01/12/2015,2
01/12/2015,45
01/12/2015,4
01/08/2015,9
01/12/2015,16
01/12/2015,3
01/11/2015,3
01/12/2015,13
01/12/2015,25
01/12/2015,10
01/12/2015,5
01/12/2015,4
01/12/2015,7
01/12/2015,9
01/12/2015,4
01/01/2016,7
01/01/2016,5
01/01/2016,6
01/12/2015,7
01/12/2015,20
01/12/2015,5
01/12/2015,7
01/09/2015,3
01/01/2016,9
01/01/2016,3
01/12/2015,15
01/01/2015,3
01/06/2015,6
01/01/2016,3
01/12/2015,13
01/12/2015,7
01/11/2015,5
01/01/2016,30
01/12/2015,24
01/01/2016,13
01/06/2015,86
01/11/2015,50
01/07/2015,9
01/01/2016,2
01/11/2015,44
01/01/2016,56
01/12/2015,18
01/01/2016,3
01/08/2015,19
01/07/2015,2
01/08/2015,2
01/09/2015,2
01/07/2015,3
01/06/2015,5
01/07/2015,4
01/08/2015,3
01/07/2015,10
01/01/2016,9
01/01/2016,2
01/12/2015,4
01/01/2016,5
01/12/2015,3
01/07/2014,17
01/06/2014,3
01/05/2015,21
01/12/2015,2
01/11/2015,25
01/12/2015,3
01/12/2015,6
01/01/2016,2
01/01/2016,11
01/01/2016,3
01/12/2015,2
01/11/2015,17
01/01/2016,92
01/06/2015,6
01/06/2015,16
01/06/2015,13
01/06/2015,275
01/01/2016,10
01/10/2015,14
01/08/2015,3
01/08/2015,6
01/08/2015,26
01/01/2016,2
01/01/2016,6
01/01/2016,5
01/12/2015,2
01/12/2015,9
01/12/2015,36
01/01/2016,6
01/01/2015,10
01/01/2016,5
01/12/2015,11
01/01/2016,4
01/06/2015,22
01/01/2016,4
01/02/2016,4
01/11/2015,7
01/08/2015,31
01/12/2015,3
01/03/2015,4
01/01/2016,9
01/02/2016,4
01/01/2016,44
01/02/2016,112
01/09/2015,3
01/03/2015,3
01/03/2015,11
01/02/2015,3
01/02/2015,8
01/05/2015,8
01/11/2015,10
01/09/2015,2
01/02/2016,10
01/12/2015,23
01/02/2016,5
01/02/2016,7
01/06/2015,11
01/09/2015,2
01/02/2016,15
01/07/2015,5
01/03/2015,28
01/06/2015,6
01/07/2015,2
01/08/2015,20
01/06/2015,3
01/11/2015,18
01/10/2015,2
01/11/2015,3
01/07/2015,3
01/05/2015,37
01/08/2015,13
01/12/2015,4
01/02/2016,35
01/02/2016,46
01/02/2015,5
01/03/2015,12
01/08/2014,10
01/12/2015,20
01/07/2015,50
01/08/2015,26
01/04/2014,5
01/10/2015,6
01/07/2015,2
01/04/2014,7
01/10/2015,5
01/09/2015,20
01/02/2016,375
01/02/2016,14
01/12/2015,2
01/03/2015,2
01/06/2015,27
01/11/2015,10
01/02/2016,20
01/02/2016,22
01/02/2016,57
01/06/2015,42
01/02/2016,30
01/07/2015,73
01/02/2016,9
01/01/2016,3
01/02/2016,17
01/02/2016,2
01/12/2015,3
01/02/2016,20
01/02/2016,13
01/02/2016,6
01/08/2015,2
01/05/2015,6
01/01/2016,2
01/01/2016,2
01/01/2016,2
01/02/2016,8
01/01/2016,16
01/01/2016,10
01/02/2016,7
01/02/2016,2
01/12/2015,2
01/02/2016,3
01/01/2016,11
01/10/2015,53
01/10/2015,19
01/11/2015,5
01/03/2015,2
01/01/2016,20
01/12/2015,8
01/10/2015,8
01/02/2016,24
01/07/2015,13
01/08/2015,22
01/12/2015,17
01/02/2016,46
01/10/2015,3
01/08/2015,6
01/10/2015,7
01/02/2016,9
01/09/2015,160
01/02/2016,6
01/02/2016,2
01/02/2016,4
01/02/2016,87
01/01/2016,2
01/02/2016,18
01/09/2015,5
01/08/2015,4
01/11/2015,14
01/06/2014,4
01/05/2015,5
01/10/2015,15
01/07/2015,4
01/05/2015,4
01/12/2015,2
01/11/2015,19
01/11/2015,5
01/10/2015,3
01/12/2015,12
01/03/2016,3
01/10/2015,6
01/11/2015,5
01/12/2015,5
01/02/2015,8
01/02/2015,21
01/03/2016,4
01/02/2016,3
01/03/2016,11
01/02/2016,52
01/01/2015,2
01/03/2015,2
01/06/2015,2
01/08/2015,2
01/03/2016,2
01/02/2016,3
01/03/2016,35
01/02/2016,3
01/02/2016,11
01/02/2016,5
01/09/2014,4
01/09/2014,4
01/03/2016,3
01/02/2015,47
01/09/2015,22
01/09/2015,252
01/03/2016,31
01/07/2015,3
01/03/2016,3
01/02/2016,17
01/01/2016,6
01/12/2015,2
01/03/2016,14
01/01/2016,2
01/02/2016,8
01/08/2015,5
01/03/2016,2
01/01/2016,25
01/03/2016,16
01/12/2015,13
01/08/2015,7
01/03/2013,4
01/03/2016,11
01/03/2016,25
01/03/2016,12
01/03/2016,2
01/02/2016,2
01/02/2016,5
01/02/2016,2
01/12/2015,2
01/03/2016,46
01/03/2016,15
01/03/2016,13
01/02/2016,30
01/03/2016,8
01/03/2016,25
01/08/2015,2
01/03/2016,11
01/03/2016,10
01/01/2016,2
01/03/2016,20
01/03/2016,9
01/02/2016,33
01/02/2016,10
01/03/2015,106
01/03/2016,2
01/03/2016,47
01/03/2015,3
01/12/2015,5
01/02/2016,4
01/08/2015,5
01/07/2015,8
01/12/2015,16
01/11/2015,24
01/12/2015,6
01/01/2016,32
01/01/2016,23
01/02/2016,5
01/02/2016,8
01/03/2016,4
01/04/2015,6
01/03/2016,17
01/03/2016,7
01/03/2016,38
01/03/2016,2
01/03/2016,12
01/02/2016,5
01/05/2015,74
01/03/2016,4
01/08/2015,18
01/12/2015,42
01/08/2015,31
01/03/2016,9
01/01/2016,14
01/03/2016,3
01/12/2015,115
01/08/2015,5
01/12/2015,10
01/08/2015,3
01/12/2015,4
01/04/2015,192
01/03/2016,3
01/01/2016,2
01/03/2016,8
01/03/2016,18
01/03/2016,15
01/01/2016,2
01/02/2016,3
01/03/2015,11
01/12/2015,13
01/05/2015,100
01/06/2015,5
01/09/2015,7
01/11/2015,57
01/04/2016,4
01/03/2016,12
01/11/2015,3
01/11/2015,6
01/11/2015,6
01/11/2015,9
01/01/2016,3
01/01/2016,6
01/04/2016,50
01/03/2016,18
01/04/2016,6
01/04/2016,4
01/03/2016,7
01/11/2015,17
01/12/2015,8
01/03/2016,36
01/04/2016,2
01/07/2015,39
01/03/2016,18
01/04/2016,6
01/03/2016,12
01/03/2016,8
01/03/2016,3
01/09/2015,9
01/12/2015,8
01/08/2015,8
01/06/2015,19
01/02/2015,87
01/04/2016,4
01/02/2016,8
01/03/2016,7
01/04/2016,47
01/02/2016,2
01/06/2014,2
01/10/2015,4
01/07/2015,907
01/02/2016,3
01/02/2015,40
01/03/2015,5
01/05/2015,2
01/02/2016,40
01/03/2016,5
01/04/2015,9
01/10/2015,3
01/04/2016,51
01/03/2016,3
01/04/2016,4
01/03/2016,5
01/04/2016,10
01/04/2016,56
01/04/2016,11
01/04/2016,7
01/04/2016,2
01/04/2016,5
01/04/2016,20
01/04/2016,7
01/04/2016,7
01/03/2016,15
01/03/2016,15
01/03/2016,2
01/03/2016,2
01/05/2016,81
01/03/2016,32
01/04/2016,3
01/05/2016,53
01/04/2016,9
01/02/2016,8
01/01/2016,10
01/06/2015,6
01/03/2015,6
01/05/2015,10
01/09/2015,6
01/11/2015,2
01/11/2015,3
01/03/2015,4
01/12/2015,2
01/11/2015,16
01/12/2015,2
01/11/2015,8
01/12/2015,2
01/03/2015,13
01/12/2015,20
01/10/2015,188
01/02/2016,3
01/01/2015,44
01/02/2016,3
01/12/2015,8
01/12/2015,93
01/03/2016,51
01/06/2015,11
01/08/2015,33
01/12/2015,11
01/05/2016,20
01/03/2016,5
01/01/2016,3
01/05/2016,8
01/04/2016,7
01/05/2016,19
01/04/2016,2
01/08/2015,9
01/12/2015,4
01/11/2015,60
01/05/2016,5
01/05/2016,9
01/04/2016,2
01/04/2016,2
01/05/2016,28
01/04/2016,18
01/04/2016,2
01/05/2016,22
01/05/2016,9
01/05/2016,130
01/05/2016,11
01/05/2016,136
01/05/2016,29
01/05/2016,10
01/05/2016,3
01/05/2016,2
01/02/2016,8
01/03/2016,6
01/04/2016,9
01/05/2016,25
01/04/2016,7
01/05/2016,10
01/05/2016,4
01/02/2015,10
01/05/2016,93
01/05/2016,5
01/05/2016,4
01/05/2016,2
01/05/2016,3
01/05/2016,3
01/05/2016,5
01/05/2016,9
01/05/2016,2
01/05/2016,7
01/02/2016,3
01/05/2016,7
01/05/2016,19
01/05/2016,6
01/05/2016,8
01/05/2016,30
01/05/2016,18
01/04/2016,10
01/01/2016,11
01/05/2016,11
01/05/2016,13
01/02/2016,13
01/04/2016,2
01/04/2016,3
01/05/2016,2
01/04/2015,15
01/05/2016,9
01/05/2016,7
01/06/2016,44
01/05/2016,15
01/05/2016,14
01/05/2016,87
01/05/2016,7
01/05/2016,10
01/05/2016,28
01/05/2016,2
01/05/2016,3
01/04/2016,3
01/12/2015,35
01/06/2016,15
01/05/2016,4
01/05/2016,2
01/04/2016,15
01/06/2016,5
01/05/2015,90
01/05/2016,2
01/05/2016,12
01/05/2016,28
01/05/2016,7
01/05/2016,85
01/12/2015,3
01/11/2015,9
01/03/2016,12
01/06/2016,14
01/06/2016,5
01/03/2016,4
01/02/2015,15
01/05/2016,20
01/06/2016,4
01/05/2016,35
01/06/2016,23
01/04/2016,21
01/10/2015,11
01/06/2016,29
01/06/2016,9
01/06/2016,11
01/06/2016,10
01/04/2016,27
01/04/2016,16
01/04/2016,16
01/06/2016,5
01/05/2016,11
01/05/2016,2
01/05/2016,2
01/06/2016,20
01/06/2016,6
01/06/2016,14
01/12/2014,4
01/03/2015,4
01/09/2015,15
01/11/2015,8
01/06/2016,11
01/06/2016,5
01/07/2016,13
01/04/2016,2
01/06/2016,2
01/06/2016,281
01/06/2016,19
01/07/2016,2
01/06/2016,8
01/05/2016,2
01/07/2016,251
01/06/2016,2
01/05/2016,3
01/07/2016,5
01/06/2016,2
01/06/2016,13
01/06/2016,110
01/05/2016,30
01/06/2016,51
01/07/2016,12
01/07/2016,59
01/07/2016,6
01/07/2016,38
01/06/2016,10
01/07/2016,4
01/07/2016,2
01/06/2016,9
01/07/2016,2
01/04/2016,2
01/07/2016,2
01/05/2016,9
01/05/2016,64
01/07/2016,6
01/04/2016,6
01/07/2016,10
01/07/2016,3
01/07/2016,2
01/07/2016,7
01/06/2016,8
01/08/2016,2
01/07/2016,5
01/07/2016,3
01/07/2016,11
01/08/2016,2
01/07/2016,4
01/04/2016,2
01/08/2016,6
01/07/2016,14
01/06/2016,6
01/06/2016,19
01/08/2016,8
01/06/2016,2
01/07/2016,14
01/08/2016,15
01/07/2016,4
01/07/2016,3
01/07/2016,8
01/08/2016,10
01/06/2016,14
01/08/2016,3
01/08/2016,4
01/07/2016,5
01/08/2016,4
01/08/2016,6
01/07/2016,12
01/07/2016,3
01/05/2016,35
01/08/2016,17
01/08/2016,2
01/08/2016,19
01/08/2016,2
01/08/2016,8
01/09/2016,2
01/08/2016,2
01/09/2016,5
01/03/2016,7
01/05/2016,2
01/08/2016,17
01/08/2016,5
01/07/2016,4
01/08/2016,4
01/08/2016,4
01/02/2016,47
01/04/2016,5
01/05/2016,2
01/06/2016,4
01/06/2016,2
01/12/2015,4
01/09/2015,9
01/07/2015,32
01/02/2015,42
01/06/2016,3
01/05/2016,17
01/04/2016,2
01/05/2016,8
01/05/2016,2
01/05/2016,147
01/06/2016,10
01/09/2016,18
01/07/2016,5
01/08/2016,2
01/08/2016,4
01/07/2016,6
01/07/2016,25
01/09/2016,30
01/08/2016,10
01/08/2016,4
01/01/2016,9
01/03/2016,3
01/09/2016,33
01/08/2016,2
01/09/2016,26
01/08/2016,5
01/09/2016,4
01/07/2016,2
01/06/2016,10
01/09/2016,74
01/08/2016,6
01/04/2016,12
01/09/2016,38
01/09/2016,3
01/08/2016,19
01/09/2016,7
01/09/2016,2
01/12/2015,56
01/09/2016,10
01/09/2016,19
01/08/2016,6
01/09/2016,8
01/09/2016,2
01/09/2016,4
01/09/2016,7
01/09/2016,6
01/09/2013,9
01/09/2016,14
01/08/2016,3
01/09/2016,5
01/09/2016,179
01/10/2016,11
01/04/2016,32
01/10/2016,6
01/03/2016,14
01/07/2016,6
01/10/2016,8
01/06/2016,11
01/08/2016,6
01/10/2016,2
01/09/2016,6
01/08/2016,2
01/10/2016,87
01/12/2015,32
01/10/2016,2
01/05/2016,32
01/06/2016,11
01/04/2016,21
01/05/2016,36
01/10/2016,4
01/09/2016,21
01/09/2016,20
