Date,Illnesses
01/12/2012,8
01/11/2012,37
01/12/2012,2
01/02/2013,3
01/07/2012,11
01/11/2012,6
01/02/2013,4
01/03/2013,18
01/12/2012,32
01/07/2012,4
01/02/2013,9
01/02/2013,4
01/02/2013,11
01/03/2013,38
01/11/2012,2
01/11/2012,23
01/11/2012,5
01/01/2013,4
01/01/2012,28
01/07/2012,7
01/09/2012,33
01/02/2012,9
01/01/2012,8
01/03/2012,28
01/07/2012,2
01/10/2012,17
01/11/2012,8
01/12/2012,14
01/03/2013,22
01/04/2012,46
01/11/2012,4
01/04/2012,8
01/11/2012,12
01/04/2012,11
01/02/2013,3
01/01/2013,8
01/01/2013,2
01/03/2013,22
01/02/2013,10
01/09/2011,8
01/01/2013,10
01/01/2013,23
01/02/2013,2
01/12/2012,2
01/11/2012,2
01/12/2012,9
01/03/2013,7
01/10/2012,22
01/03/2013,2
01/03/2013,4
01/12/2012,27
01/08/2012,29
01/09/2012,7
01/03/2013,34
01/12/2012,7
01/01/2013,29
01/03/2013,62
01/11/2012,6
01/02/2013,42
01/03/2013,5
01/12/2012,14
01/12/2011,29
01/01/2013,7
01/03/2013,20
01/10/2012,15
01/01/2012,425
01/03/2013,7
01/11/2012,49
01/06/2012,6
01/11/2012,3
01/02/2013,2
01/03/2013,5
01/03/2013,12
01/03/2013,14
01/03/2013,29
01/03/2013,16
01/03/2013,8
01/12/2012,4
01/06/2012,12
01/05/2012,24
01/03/2013,6
01/03/2013,34
01/03/2013,6
01/03/2013,17
01/07/2012,261
01/03/2013,3
01/09/2011,23
01/03/2013,12
01/05/2011,14
01/03/2013,14
01/03/2013,3
01/02/2012,49
01/01/2012,21
01/04/2013,12
01/08/2012,365
01/12/2012,2
01/03/2013,6
01/06/2012,4
01/10/2012,4
01/11/2012,6
01/05/2013,4
01/10/2012,9
01/06/2012,4
01/03/2013,6
01/11/2012,2
01/05/2012,28
01/12/2012,7
01/02/2012,4
01/06/2012,51
01/01/2013,14
01/04/2013,2
01/10/2012,5
01/03/2013,11
01/01/2013,3
01/04/2013,8
01/01/2013,29
01/07/2012,16
01/10/2012,33
01/12/2012,22
01/07/2012,24
01/07/2012,19
01/04/2013,20
01/02/2013,9
01/03/2013,4
01/04/2013,58
01/06/2012,6
01/05/2012,21
01/12/2012,17
01/04/2013,28
01/03/2012,2
01/07/2012,33
01/03/2013,22
01/04/2013,57
01/02/2013,4
01/03/2013,5
01/01/2012,6
01/07/2012,129
01/03/2013,9
01/03/2013,5
01/03/2012,23
01/03/2013,7
01/04/2013,4
01/12/2012,2
01/11/2012,7
01/03/2013,6
01/06/2012,42
01/10/2012,16
01/04/2013,35
01/03/2013,8
01/03/2013,3
01/09/2012,2
01/02/2013,8
01/03/2013,20
01/12/2012,2
01/10/2012,3
01/11/2012,7
01/11/2012,4
01/03/2013,26
01/02/2013,14
01/10/2012,59
01/03/2013,2
01/01/2013,35
01/04/2013,3
01/04/2013,15
01/04/2013,7
01/04/2013,8
01/01/2013,2
01/04/2013,7
01/03/2013,40
01/03/2013,3
01/02/2013,2
01/02/2013,63
01/04/2013,26
01/03/2013,10
01/04/2013,32
01/03/2013,9
01/04/2013,28
01/02/2013,22
01/04/2013,33
01/03/2013,2
01/04/2013,28
01/03/2013,22
01/10/2012,7
01/12/2012,58
01/05/2013,8
01/05/2013,11
01/05/2013,6
01/05/2013,3
01/03/2012,3
01/06/2012,3
01/04/2012,14
01/04/2013,18
01/03/2013,2
01/10/2012,8
01/09/2012,5
01/04/2013,2
01/08/2012,217
01/04/2013,10
01/08/2012,6
01/05/2013,6
01/05/2013,15
01/12/2012,4
01/05/2013,7
01/12/2012,8
01/05/2013,31
01/05/2013,2
01/05/2013,4
01/05/2013,27
01/05/2013,17
01/06/2012,134
01/05/2013,6
01/04/2013,2
01/05/2013,13
01/04/2013,3
01/03/2013,5
01/04/2013,6
01/05/2013,4
01/05/2013,6
01/04/2013,3
01/05/2013,11
01/05/2013,13
01/05/2013,6
01/04/2013,16
01/03/2013,20
01/12/2012,58
01/05/2013,68
01/05/2013,35
01/05/2013,2
01/05/2013,16
01/05/2013,36
01/07/2012,14
01/04/2013,4
01/04/2013,15
01/06/2012,52
01/05/2013,40
01/05/2013,15
01/05/2013,4
01/05/2013,2
01/08/2012,4
01/08/2012,3
01/05/2013,2
01/05/2013,3
01/12/2012,15
01/05/2013,59
01/01/2013,16
01/02/2013,16
01/03/2013,48
01/03/2013,10
01/04/2013,2
01/05/2013,3
01/04/2013,8
01/04/2013,2
01/04/2013,3
01/05/2013,12
01/05/2013,5
01/03/2013,17
01/05/2013,59
01/05/2013,46
01/04/2013,3
01/05/2013,8
01/02/2012,14
01/05/2013,2
01/02/2013,2
01/05/2013,2
01/04/2013,55
01/03/2013,4
01/03/2013,13
01/05/2013,9
01/05/2013,3
01/03/2013,21
01/05/2013,28
01/05/2013,35
01/02/2013,12
01/06/2013,9
01/05/2013,33
01/05/2013,17
01/06/2013,24
01/03/2013,16
01/06/2013,7
01/05/2013,6
01/01/2013,13
01/02/2013,31
01/06/2013,8
01/12/2012,9
01/02/2013,135
01/05/2013,19
01/04/2013,16
01/02/2013,9
01/04/2013,17
01/01/2012,12
01/06/2013,9
01/05/2013,4
01/04/2013,30
01/02/2013,45
01/05/2013,8
01/03/2013,6
01/04/2013,5
01/06/2013,2
01/06/2013,2
01/07/2012,3
01/06/2012,15
01/01/2013,84
01/06/2013,117
01/02/2013,3
01/06/2012,3
01/05/2013,10
01/05/2013,5
01/06/2013,28
01/05/2013,51
01/04/2013,9
01/03/2013,27
01/04/2013,10
01/06/2013,25
01/05/2013,2
01/11/2012,7
01/04/2013,9
01/04/2013,20
01/06/2013,57
01/05/2013,3
01/03/2013,6
01/05/2013,32
01/05/2013,2
01/06/2013,6
01/10/2012,2
01/05/2013,11
01/06/2013,2
01/06/2013,2
01/05/2013,32
01/05/2013,9
01/06/2013,7
01/07/2013,3
01/06/2013,13
01/04/2013,26
01/05/2013,2
01/05/2013,6
01/06/2013,25
01/04/2013,2
01/06/2013,2
01/06/2013,8
01/05/2013,9
01/06/2013,6
01/04/2013,26
01/06/2013,7
01/04/2013,17
01/04/2013,8
01/05/2013,27
01/06/2013,4
01/06/2013,30
01/06/2013,11
01/07/2013,3
01/06/2013,4
01/06/2013,3
01/07/2013,19
01/07/2013,4
01/05/2013,28
01/07/2013,9
01/06/2013,31
01/02/2013,17
01/01/2012,148
01/04/2013,333
01/07/2013,2
01/07/2013,5
01/07/2013,13
01/01/2013,12
01/07/2013,4
01/07/2013,7
01/07/2013,10
01/07/2013,29
01/07/2013,6
01/07/2013,7
01/07/2013,4
01/06/2013,3
01/06/2013,7
01/06/2013,3
01/01/2013,8
01/04/2013,14
01/06/2013,2
01/06/2013,11
01/06/2013,91
01/04/2013,2
01/03/2013,43
01/05/2013,5
01/06/2013,3
01/04/2013,3
01/07/2013,2
01/07/2013,4
01/06/2013,22
01/07/2013,7
01/08/2013,13
01/08/2013,2
01/08/2013,11
01/07/2013,4
01/07/2013,12
01/07/2013,16
01/08/2013,48
01/05/2013,5
01/05/2013,15
01/04/2013,34
01/10/2012,4
01/06/2013,4
01/07/2013,8
01/07/2013,20
01/06/2013,4
01/07/2013,2
01/08/2013,9
01/08/2013,6
01/05/2013,30
01/08/2013,6
01/04/2013,14
01/06/2013,6
01/08/2013,7
01/08/2013,2
01/08/2013,4
01/03/2013,21
01/06/2013,4
01/08/2013,8
01/08/2013,119
01/07/2013,2
01/08/2013,2
01/06/2013,2
01/07/2013,4
01/05/2013,3
01/08/2013,6
01/08/2013,7
01/08/2013,2
01/06/2013,7
01/12/2012,35
01/07/2012,4
01/11/2012,8
01/08/2013,22
01/08/2013,12
01/08/2013,6
01/06/2013,32
01/08/2013,4
01/04/2013,2
01/07/2013,11
01/08/2013,11
01/05/2013,100
01/05/2013,41
01/08/2013,34
01/06/2013,183
01/01/2013,2
01/06/2013,3
01/06/2013,7
01/08/2013,7
01/08/2013,7
01/07/2013,2
01/07/2013,10
01/08/2013,5
01/05/2013,36
01/07/2013,41
01/03/2013,10
01/06/2013,16
01/07/2013,10
01/09/2013,3
01/09/2013,3
01/07/2013,6
01/09/2013,7
01/08/2013,7
01/08/2013,24
01/08/2013,7
01/01/2012,61
01/06/2013,4
01/06/2013,5
01/08/2013,2
01/08/2013,16
01/09/2013,32
01/08/2013,2
01/08/2013,5
01/07/2013,4
01/09/2013,9
01/09/2013,5
01/09/2013,97
01/07/2013,2
01/07/2013,8
01/09/2013,11
01/04/2013,18
01/09/2013,7
01/06/2013,12
01/08/2013,19
01/08/2013,8
01/09/2013,6
01/05/2013,25
01/09/2013,34
01/09/2013,14
01/08/2013,3
01/08/2013,5
01/09/2013,11
01/09/2013,2
01/06/2013,7
01/07/2013,2
01/09/2013,2
01/09/2013,59
01/09/2013,40
01/09/2013,23
01/09/2013,22
01/07/2013,14
01/05/2013,27
01/06/2013,16
01/06/2013,15
01/07/2013,38
01/05/2013,7
01/09/2013,3
01/05/2013,10
01/09/2013,2
01/08/2013,2
01/08/2013,2
01/09/2013,4
01/05/2013,5
01/08/2013,16
01/07/2013,2
01/09/2013,13
01/06/2013,11
01/06/2013,13
01/10/2013,50
01/08/2013,4
01/08/2013,2
01/10/2013,10
01/08/2013,2
01/06/2013,7
01/10/2013,34
01/09/2013,8
01/09/2013,2
01/10/2013,2
01/10/2013,13
01/12/2012,15
01/08/2013,4
01/06/2011,67
01/10/2013,12
01/09/2013,4
01/08/2013,8
01/10/2013,3
01/10/2013,8
01/10/2013,17
01/06/2013,161
01/08/2013,26
01/08/2013,16
01/09/2013,3
01/10/2013,11
01/10/2013,8
01/10/2013,3
01/11/2013,3
01/09/2013,2
01/10/2013,28
01/09/2013,4
01/11/2013,5
01/10/2013,3
01/09/2013,31
01/10/2013,9
01/09/2013,3
01/09/2013,15
01/08/2013,4
01/10/2013,3
01/11/2013,3
01/09/2013,7
01/05/2013,2
01/05/2013,35
01/09/2013,6
01/09/2012,10
01/09/2013,11
01/06/2013,9
01/07/2013,15
01/09/2013,13
01/11/2013,7
01/06/2013,2
01/08/2013,11
01/09/2013,4
01/10/2013,10
01/07/2013,4
01/07/2013,14
01/08/2013,14
01/08/2013,2
01/08/2013,3
01/08/2013,9
01/08/2013,5
01/11/2013,15
01/08/2013,9
01/08/2013,5
01/09/2013,2
01/11/2013,4
01/09/2013,13
01/11/2013,19
01/10/2013,10
01/07/2013,94
01/10/2013,9
01/11/2013,4
01/11/2013,19
01/10/2013,3
01/10/2013,32
01/10/2013,3
01/11/2013,20
01/04/2013,16
01/11/2013,2
01/11/2013,6
01/11/2013,6
01/12/2013,9
01/10/2013,24
01/11/2013,3
01/05/2013,3
01/09/2013,3
01/06/2013,16
01/12/2013,4
01/02/2013,2
01/11/2013,16
01/03/2013,5
01/11/2013,7
01/11/2013,15
01/10/2013,2
01/11/2013,5
01/11/2013,4
01/11/2013,24
01/12/2013,43
01/11/2013,2
01/01/2013,4
01/12/2013,9
01/12/2013,3
01/12/2013,64
01/12/2013,30
01/09/2013,7
01/08/2013,15
01/12/2013,139
01/07/2013,6
01/12/2013,5
01/05/2013,6
01/03/2013,131
01/06/2013,7
01/03/2013,3
01/09/2013,3
01/10/2013,63
01/11/2013,6
01/11/2013,5
01/01/2013,47
01/04/2013,6
01/12/2013,4
01/12/2013,11
01/12/2013,4
01/10/2013,6
01/12/2013,13
01/12/2013,3
01/12/2013,215
01/11/2013,75
01/12/2013,25
01/07/2013,4
01/12/2013,6
01/11/2013,23
01/11/2013,2
01/12/2013,7
01/12/2013,57
01/11/2013,12
01/12/2013,6
01/09/2013,5
01/09/2013,3
01/03/2013,17
01/10/2013,52
01/09/2013,3
01/12/2013,18
01/09/2013,22
01/09/2013,21
01/11/2013,3
01/09/2013,8
01/11/2013,3
01/09/2013,5
01/05/2013,7
01/02/2013,5
01/11/2013,3
01/11/2013,2
01/10/2013,8
01/11/2013,14
01/12/2013,5
01/12/2013,5
01/12/2013,43
01/12/2013,25
01/11/2013,5
01/12/2013,131
01/11/2013,19
01/10/2013,97
01/12/2013,7
01/12/2013,9
01/09/2013,14
01/06/2013,53
01/06/2013,21
01/02/2013,37
01/01/2013,14
01/11/2013,3
01/03/2013,72
01/02/2013,6
01/02/2013,2
01/06/2013,2
01/12/2013,5
01/08/2013,17
01/12/2013,8
01/04/2013,39
01/08/2013,14
01/01/2014,6
01/01/2014,8
01/11/2013,2
01/11/2013,7
01/12/2013,9
01/08/2013,6
01/09/2013,3
01/12/2013,22
01/12/2013,12
01/12/2013,3
01/12/2013,4
01/05/2013,31
01/06/2013,8
01/08/2013,19
01/04/2013,14
01/06/2013,7
01/08/2013,27
01/04/2013,6
01/12/2013,2
01/06/2013,11
01/11/2013,3
01/12/2013,7
01/12/2013,4
01/12/2013,45
01/03/2013,157
01/01/2014,17
01/11/2013,62
01/12/2013,16
01/11/2013,6
01/07/2012,35
01/10/2013,56
01/01/2014,2
01/11/2013,11
01/01/2014,34
01/01/2014,19
01/01/2014,7
01/01/2014,8
01/12/2013,6
01/09/2013,13
01/10/2013,21
01/10/2013,2
01/05/2013,12
01/01/2014,17
01/11/2013,4
01/05/2013,9
01/08/2013,13
01/07/2013,3
01/10/2013,9
01/09/2013,4
01/10/2013,2
01/11/2013,11
01/10/2013,4
01/11/2013,11
01/12/2013,5
01/04/2013,3
01/08/2013,13
01/01/2014,5
01/01/2014,6
01/10/2013,33
01/01/2014,3
01/05/2013,8
01/12/2013,2
01/10/2013,10
01/11/2013,5
01/12/2013,9
01/12/2013,14
01/06/2013,5
01/01/2014,14
01/07/2013,3
01/08/2013,22
01/01/2014,225
01/01/2014,16
01/05/2013,6
01/11/2013,6
01/10/2013,6
01/02/2014,13
01/01/2014,2
01/05/2013,6
01/06/2013,19
01/02/2014,4
01/01/2014,37
01/01/2014,4
01/01/2014,3
01/01/2014,12
01/02/2014,6
01/12/2013,3
01/01/2014,2
01/01/2014,8
01/02/2014,6
01/02/2014,4
01/02/2014,12
01/02/2014,15
01/09/2013,7
01/07/2013,2
01/01/2014,36
01/03/2013,32
01/01/2014,20
01/01/2014,62
01/08/2013,10
01/07/2013,5
01/12/2013,5
01/11/2013,3
01/11/2013,9
01/02/2014,4
01/01/2014,4
01/04/2013,32
01/11/2013,27
01/02/2014,2
01/09/2013,3
01/04/2013,6
01/05/2013,20
01/06/2013,10
01/12/2013,3
01/01/2014,8
01/10/2013,3
01/07/2013,14
01/12/2013,15
01/12/2013,23
01/06/2013,4
01/02/2014,4
01/11/2011,5
01/08/2013,13
01/02/2014,7
01/10/2013,8
01/04/2013,37
01/02/2014,2
01/12/2013,12
01/03/2013,30
01/02/2014,2
01/02/2014,20
01/10/2013,6
01/06/2013,5
01/07/2013,4
01/07/2013,14
01/02/2014,4
01/07/2013,2
01/06/2013,5
01/03/2013,8
01/01/2014,4
01/02/2014,2
01/02/2014,8
01/11/2013,18
01/02/2014,8
01/02/2014,10
01/03/2014,25
01/03/2014,2
01/02/2014,44
01/01/2014,3
01/01/2014,2
01/03/2013,634
01/01/2014,44
01/12/2013,7
01/02/2013,3
01/06/2013,2
01/07/2013,2
01/06/2013,11
01/05/2013,16
01/06/2013,6
01/10/2013,3
01/12/2013,9
01/12/2013,8
01/07/2013,5
01/12/2013,5
01/03/2014,2
01/05/2013,7
01/04/2013,10
01/01/2014,2
01/05/2013,4
01/06/2013,10
01/06/2013,15
01/01/2014,14
01/07/2013,20
01/03/2014,6
01/03/2014,9
01/03/2014,32
01/03/2014,12
01/02/2014,3
01/03/2014,23
01/03/2014,5
01/03/2014,3
01/01/2014,2
01/03/2014,16
01/03/2014,6
01/03/2014,21
01/12/2013,2
01/01/2014,2
01/03/2013,6
01/05/2013,10
01/01/2013,4
01/03/2013,12
01/03/2014,6
01/03/2014,12
01/02/2014,2
01/03/2014,14
01/05/2013,137
01/02/2014,2
01/03/2014,8
01/03/2014,3
01/03/2014,4
01/03/2014,6
01/03/2014,21
01/02/2014,3
01/03/2014,13
01/02/2014,3
01/07/2013,5
01/03/2014,7
01/01/2014,3
01/01/2014,3
01/01/2014,4
01/03/2014,22
01/01/2013,3
01/02/2014,4
01/01/2013,3
01/02/2013,8
01/03/2014,8
01/12/2013,5
01/03/2014,4
01/05/2013,2
01/08/2013,2
01/12/2013,3
01/03/2014,8
01/08/2013,42
01/05/2013,2
01/01/2013,8
01/03/2014,7
01/03/2014,4
01/02/2014,6
01/03/2014,14
01/03/2014,23
01/02/2014,3
01/04/2013,19
01/06/2013,2
01/05/2013,5
01/03/2014,4
01/03/2014,5
01/03/2014,4
01/06/2013,4
01/03/2014,24
01/06/2013,2
01/03/2014,9
01/08/2013,10
01/03/2014,6
01/03/2014,12
01/03/2014,22
01/03/2014,2
01/03/2014,5
01/03/2014,20
01/03/2014,7
01/03/2014,8
01/03/2014,8
01/04/2014,2
01/08/2013,10
01/03/2014,8
01/03/2014,22
01/03/2014,3
01/12/2013,55
01/01/2013,3
01/03/2013,33
01/03/2013,26
01/03/2013,3
01/05/2013,8
01/06/2013,4
01/06/2013,75
01/04/2013,5
01/10/2013,11
01/11/2013,12
01/05/2013,3
01/05/2013,17
01/07/2013,4
01/05/2013,25
01/11/2013,2
01/10/2013,133
01/03/2014,2
01/03/2014,12
01/01/2013,15
01/03/2013,27
01/03/2014,10
01/04/2014,2
01/07/2013,5
01/04/2014,36
01/03/2014,9
01/04/2014,64
01/03/2014,135
01/03/2014,294
01/04/2014,25
01/03/2014,9
01/01/2014,3
01/03/2014,15
01/03/2014,7
01/04/2014,21
01/03/2014,9
01/02/2014,21
01/04/2014,115
01/04/2014,8
01/03/2014,14
01/04/2014,2
01/01/2014,19
01/03/2014,5
01/02/2014,22
01/03/2014,2
01/03/2014,3
01/03/2014,19
01/04/2014,5
01/10/2013,2
01/03/2014,30
01/04/2014,4
01/03/2014,3
01/08/2013,10
01/04/2014,8
01/04/2014,13
01/04/2014,4
01/04/2014,15
01/04/2014,148
01/03/2014,6
01/03/2014,11
01/04/2014,19
01/04/2014,3
01/04/2014,21
01/04/2013,26
01/04/2014,81
01/10/2013,57
01/08/2013,8
01/03/2013,7
01/03/2013,4
01/03/2013,2
01/04/2013,4
01/03/2013,2
01/08/2013,2
01/04/2014,116
01/04/2014,28
01/04/2014,2
01/04/2014,5
01/09/2013,2
01/10/2013,5
01/04/2014,2
01/10/2013,2
01/04/2014,2
01/04/2014,75
01/04/2014,2
01/04/2014,3
01/04/2014,6
01/04/2014,2
01/04/2014,7
01/04/2014,3
01/07/2013,4
01/09/2013,6
01/04/2014,7
01/04/2014,13
01/02/2013,4
01/04/2014,8
01/04/2014,35
01/03/2014,64
01/03/2014,5
01/05/2014,11
01/04/2014,3
01/05/2014,4
01/04/2014,6
01/04/2014,9
01/05/2014,25
01/04/2014,6
01/05/2014,10
01/04/2014,4
01/04/2014,4
01/05/2014,4
01/05/2014,10
01/04/2014,17
01/02/2014,63
01/05/2014,6
01/02/2014,8
01/05/2014,3
01/05/2014,4
01/01/2014,5
01/02/2014,15
01/05/2014,3
01/02/2014,9
01/04/2014,16
01/05/2014,3
01/05/2014,2
01/04/2014,18
01/01/2014,8
01/01/2014,34
01/03/2014,14
01/03/2014,10
01/03/2014,7
01/04/2014,4
01/03/2014,6
01/05/2014,2
01/05/2014,2
01/04/2014,3
01/02/2014,7
01/03/2014,70
01/05/2014,2
01/05/2014,12
01/01/2014,4
01/05/2014,24
01/02/2014,15
01/05/2014,9
01/05/2014,8
01/05/2014,7
01/05/2014,8
01/05/2014,4
01/05/2014,32
01/05/2014,3
01/05/2014,8
01/05/2014,17
01/05/2014,39
01/05/2014,2
01/04/2014,33
01/05/2014,5
01/05/2014,2
01/05/2014,4
01/06/2013,4
01/02/2014,24
01/03/2014,9
01/05/2014,5
01/05/2014,5
01/04/2014,3
01/05/2014,6
01/03/2014,3
01/05/2014,3
01/05/2014,5
01/03/2013,64
01/02/2013,7
01/05/2014,2
01/05/2014,8
01/03/2014,3
01/05/2014,19
01/05/2014,4
01/06/2014,3
01/06/2014,8
01/04/2014,4
01/01/2014,46
01/06/2014,5
01/05/2014,9
01/05/2014,11
01/06/2014,2
01/05/2014,19
01/05/2014,2
01/05/2014,2
01/11/2013,4
01/06/2014,2
01/02/2014,7
01/05/2014,33
01/03/2014,2
01/04/2014,10
01/05/2014,6
01/05/2014,4
01/06/2014,47
01/02/2014,2
01/02/2014,4
01/06/2014,2
01/03/2014,2
01/03/2014,2
01/03/2014,2
01/04/2014,2
01/03/2014,10
01/03/2014,6
01/04/2014,4
01/06/2014,5
01/06/2014,2
01/06/2014,26
01/06/2014,8
01/05/2014,18
01/05/2014,5
01/05/2014,26
01/06/2014,11
01/04/2014,30
01/06/2014,8
01/06/2014,4
01/06/2014,11
01/06/2014,7
01/04/2014,39
01/04/2014,6
01/03/2014,2
01/06/2014,14
01/06/2014,269
01/06/2014,20
01/03/2013,2
01/07/2014,8
01/06/2014,2
01/06/2014,2
01/06/2014,7
01/05/2014,3
01/05/2014,3
01/06/2014,18
01/04/2014,2
01/06/2014,4
01/06/2014,6
01/06/2014,6
01/05/2014,8
01/07/2014,9
01/06/2014,8
01/06/2014,9
01/06/2014,4
01/07/2014,6
01/07/2014,3
01/06/2014,6
01/06/2014,4
01/07/2014,101
01/05/2014,4
01/06/2014,167
01/06/2014,4
01/07/2014,57
01/06/2014,15
01/07/2014,3
01/05/2014,23
01/07/2014,16
01/07/2014,2
01/07/2014,12
01/07/2014,16
01/05/2014,9
01/05/2014,4
01/05/2014,3
01/05/2014,3
01/06/2014,21
01/02/2014,6
01/04/2014,7
01/05/2014,3
01/05/2014,11
01/06/2014,5
01/07/2014,2
01/03/2014,94
01/07/2014,4
01/11/2013,4
01/07/2014,3
01/04/2014,22
01/07/2014,2
01/06/2014,21
01/06/2014,6
01/05/2014,4
01/07/2014,4
01/07/2014,30
01/07/2014,2
01/07/2014,21
01/07/2014,2
01/07/2014,25
01/08/2014,20
01/06/2014,10
01/07/2014,6
01/02/2014,5
01/03/2014,37
01/06/2014,9
01/07/2014,3
01/07/2014,12
01/07/2014,2
01/07/2014,5
01/07/2014,15
01/07/2014,7
01/07/2014,2
01/03/2014,39
01/04/2014,11
01/06/2014,52
01/08/2014,5
01/08/2014,2
01/07/2014,2
01/03/2014,2
01/06/2014,4
01/02/2014,8
01/06/2014,13
01/06/2014,23
01/06/2014,8
01/05/2014,99
01/07/2014,6
01/07/2014,11
01/07/2014,10
01/07/2014,3
01/06/2014,3
01/05/2014,19
01/07/2014,40
01/07/2014,3
01/08/2014,3
01/07/2014,3
01/05/2014,18
01/05/2014,10
01/07/2014,2
01/06/2014,2
01/06/2014,20
01/07/2014,5
01/08/2014,37
01/06/2014,8
01/08/2014,4
01/08/2014,10
01/08/2014,206
01/07/2014,16
01/06/2014,46
01/08/2014,4
01/06/2014,3
01/08/2014,2
01/07/2014,20
01/08/2014,3
01/05/2014,3
01/07/2014,21
01/08/2014,2
01/08/2014,4
01/05/2014,6
01/12/2013,3
01/08/2014,4
01/05/2014,2
01/06/2014,14
01/08/2014,11
01/08/2014,4
01/06/2014,3
01/08/2014,10
01/07/2014,8
01/07/2014,4
01/08/2014,54
01/02/2014,15
01/08/2014,6
01/08/2014,2
01/08/2014,45
01/06/2014,19
01/08/2014,13
01/07/2014,4
01/03/2014,25
01/06/2014,5
01/08/2014,10
01/09/2014,6
01/08/2014,2
01/08/2014,4
01/09/2014,25
01/06/2014,30
01/04/2014,216
01/04/2014,31
01/04/2014,40
01/06/2014,2
01/08/2014,25
01/07/2014,12
01/08/2014,3
01/01/2014,46
01/08/2014,4
01/09/2014,3
01/08/2014,30
01/09/2014,8
01/08/2014,22
01/07/2014,23
01/09/2014,2
01/05/2014,46
01/07/2014,6
01/08/2014,3
01/06/2014,4
01/08/2014,5
01/09/2014,29
01/09/2014,15
01/09/2013,23
01/08/2014,2
01/08/2014,8
01/09/2014,2
01/04/2014,12
01/09/2014,8
01/08/2014,7
01/08/2014,2
01/08/2014,12
01/09/2014,3
01/09/2014,2
01/09/2014,4
01/09/2014,3
01/08/2014,5
01/08/2014,4
01/04/2014,4
01/05/2014,19
01/05/2014,4
01/03/2012,24
01/06/2014,5
01/08/2014,2
01/11/2012,10
01/07/2014,3
01/08/2014,10
01/08/2014,50
01/08/2014,8
01/08/2013,4
01/09/2014,38
01/11/2013,33
01/04/2014,4
01/08/2014,3
01/08/2014,4
01/08/2014,4
01/09/2014,39
01/09/2014,91
01/07/2014,15
01/06/2014,3
01/09/2014,5
01/04/2014,2
01/03/2014,50
01/03/2014,3
01/02/2014,60
01/02/2014,2
01/03/2014,7
01/09/2014,10
01/05/2014,2
01/06/2014,26
01/05/2014,7
01/05/2014,2
01/09/2014,7
01/09/2014,5
01/08/2014,12
01/08/2014,23
01/09/2014,7
01/06/2014,2
01/08/2014,2
01/09/2014,23
01/07/2014,11
01/09/2014,4
01/09/2014,2
01/09/2014,17
01/09/2014,3
01/10/2014,3
01/07/2014,2
01/09/2014,4
01/10/2014,39
01/10/2014,42
01/06/2014,2
01/10/2014,9
01/10/2014,13
01/09/2014,2
01/10/2014,4
01/10/2014,9
01/10/2014,75
01/10/2014,5
01/09/2014,4
01/08/2014,39
01/09/2014,2
01/10/2014,3
01/10/2014,43
01/10/2014,13
01/10/2014,52
01/10/2014,19
01/10/2014,8
01/10/2014,17
01/10/2014,5
01/10/2014,2
01/10/2014,2
01/10/2014,35
01/10/2014,2
01/08/2014,17
01/10/2014,31
01/10/2014,2
01/11/2014,20
01/10/2014,3
01/11/2014,2
01/05/2014,12
01/11/2014,6
01/10/2014,6
01/09/2014,6
01/11/2014,9
01/11/2014,84
01/11/2014,3
01/09/2014,4
01/11/2014,2
01/11/2014,2
01/09/2014,8
01/03/2013,4
01/10/2014,4
01/11/2014,40
01/11/2014,3
01/09/2014,5
01/10/2014,5
01/11/2014,15
01/10/2014,3
01/11/2014,16
01/11/2014,6
01/06/2013,13
01/11/2014,2
01/11/2014,2
01/10/2014,2
01/11/2014,4
01/11/2014,3
01/11/2014,5
01/11/2014,14
01/11/2014,4
01/11/2014,7
01/11/2014,3
01/11/2014,6
01/11/2014,5
01/06/2014,7
01/12/2014,5
01/11/2014,20
01/11/2014,6
01/11/2014,5
01/12/2014,29
01/09/2014,8
01/09/2014,2
01/11/2014,5
01/11/2014,9
01/05/2014,13
01/12/2014,3
01/05/2014,275
01/06/2014,16
01/12/2013,6
01/09/2012,7
01/03/2014,6
01/04/2014,36
01/06/2014,2
01/07/2014,13
01/10/2014,10
01/10/2014,19
01/12/2014,5
01/12/2014,4
01/12/2014,30
01/12/2014,9
01/12/2014,58
01/11/2014,4
01/11/2014,18
01/11/2014,7
01/07/2014,4
01/08/2014,5
01/11/2014,3
01/09/2014,2
01/02/2014,3
01/07/2014,3
01/12/2014,141
01/12/2014,6
01/12/2014,34
01/10/2014,11
01/12/2014,11
01/12/2014,8
01/12/2014,176
01/12/2014,9
01/12/2014,6
01/10/2014,40
01/12/2014,16
01/11/2014,7
01/12/2014,43
01/12/2014,5
01/12/2014,3
01/12/2014,31
01/06/2014,2
01/12/2014,10
01/12/2014,4
01/12/2014,24
01/07/2014,7
01/09/2014,3
01/11/2014,11
01/10/2014,3
01/11/2014,4
01/02/2014,6
01/11/2014,2
01/11/2014,2
01/07/2014,8
01/11/2014,6
01/08/2014,10
01/12/2014,15
01/12/2014,16
01/12/2014,12
01/01/2015,4
01/01/2015,20
01/12/2014,15
01/01/2015,15
01/09/2014,3
01/01/2015,3
01/08/2014,5
01/10/2014,12
01/06/2014,6
01/06/2014,5
01/06/2014,6
01/06/2014,3
01/01/2014,4
01/10/2014,5
01/11/2014,20
01/01/2015,7
01/12/2014,8
01/01/2015,9
